NB: I medicinali carenti, per i quali il Titolare AIC non abbia provveduto a comunicare la data effettiva di fine carenza, continueranno ad essere presenti nella “Lista dei farmaci temporaneamente carenti”, anche oltre la “data di fine presunta” inizialmente comunicata e indicata nella presente lista;;;;;;;;;;;;
Elenco dei farmaci carenti aggiornato al 06/11/2025;;;;;;;;;;;;
Nome medicinale;Codice AIC;Principio attivo;Forma farmaceutica e dosaggio;Titolare AIC;Data inizio;Fine presunta;Equivalente;Motivazioni;Suggerimenti/Indicazioni AIFA;Nota AIFA;Classe di rimborsabilità;Codice ATC
LENALIDOMIDE ACCORD;047188040;LENALIDOMIDE;5 MG - CAPSULA RIGIDA - USO ORALE - BLISTER (OPA/ALU/PVC/ALU) - 21 X 1 CAPSULE (DOSE UNITARIA);ACCORD HEALTHCARE, S.L.U.;12/12/2024;;Sì;Problemi produttivi;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A CARICO DEL SSN AMBITO OSPED.;L04AX04
LENALIDOMIDE ACCORD;047188026;LENALIDOMIDE;2,5 MG - CAPSULA RIGIDA - USO ORALE - BLISTER (OPA/ALU/PVC/ALU) - 21 X 1 CAPSULE (DOSE UNITARIA);ACCORD HEALTHCARE, S.L.U.;04/07/2024;;Sì;Cessata commercializzazione temporanea;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A CARICO DEL SSN AMBITO OSPED.;L04AX04
LENALIDOMIDE ACCORD;047188091;LENALIDOMIDE;15 MG - CAPSULA RIGIDA - USO ORALE - BLISTER (OPA/ALU/PVC/ALU) - 21 X 1 CAPSULE (DOSE UNITARIA);ACCORD HEALTHCARE, S.L.U.;10/12/2025;;Sì;Problemi produttivi;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A CARICO DEL SSN AMBITO OSPED.;L04AX04
LENALIDOMIDE ACCORD;047188103;LENALIDOMIDE;20 MG - CAPSULA RIGIDA - USO ORALE - BLISTER (OPA/ALU/PVC/ALU) - 21 X 1 CAPSULE (DOSE UNITARIA);ACCORD HEALTHCARE, S.L.U.;31/12/2025;;Sì;Problemi produttivi;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A CARICO DEL SSN AMBITO OSPED.;L04AX04
LENALIDOMIDE AUROBINDO;049727136;LENALIDOMIDE;"""10 MG CAPSULE RIGIDE"" 21 CAPSULE IN BLISTER PVC/ACLAR-AL";Eugia Pharma (Malta) Limited;09/12/2025;;Sì;Problemi produttivi;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A CARICO DEL SSN AMBITO OSPED.;L04AX04
LENALIDOMIDE KRKA;049379047;LENALIDOMIDE;5 MG - CAPSULA RIGIDA - USO ORALE - BLISTER (OPA/AL/PVC/PET/AL) - 21 X 1 CAPSULE (BLISTER DIVISIBILE PER DOSE UNITARIA);KRKA D.D. NOVO MESTO;11/07/2024;;Sì;Elevata richiesta;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A CARICO DEL SSN AMBITO OSPED.;L04AX04
LENALIDOMIDE KRKA;049379124;LENALIDOMIDE;20 MG - CAPSULA RIGIDA - USO ORALE - BLISTER (OPA/AL/PVC/PET/AL) - 21 X 1 CAPSULE (BLISTER DIVISIBILE PER DOSE UNITARIA);KRKA D.D. NOVO MESTO;11/07/2024;;Sì;Elevata richiesta;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A CARICO DEL SSN AMBITO OSPED.;L04AX04
LENALIDOMIDE KRKA;049379148;LENALIDOMIDE;25 MG - CAPSULA RIGIDA - USO ORALE - BLISTER (OPA/AL/PVC/PET/AL) - 21 X 1 CAPSULE (BLISTER DIVISIBILE PER DOSE UNITARIA);KRKA D.D. NOVO MESTO;11/11/2024;;Sì;Cessata commercializzazione temporanea;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A CARICO DEL SSN AMBITO OSPED.;L04AX04
LENALIDOMIDE KRKA;049379100;LENALIDOMIDE;15 MG - CAPSULA RIGIDA - USO ORALE - BLISTER (OPA/AL/PVC/PET/AL) - 21 X 1 CAPSULE (BLISTER DIVISIBILE PER DOSE UNITARIA);KRKA D.D. NOVO MESTO;11/11/2024;;Sì;Cessata commercializzazione temporanea;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A CARICO DEL SSN AMBITO OSPED.;L04AX04
LENALIDOMIDE KRKA;049379086;LENALIDOMIDE;10 MG - CAPSULA RIGIDA - USO ORALE - BLISTER (OPA/AL/PVC/PET/AL) - 21 X 1 CAPSULE (BLISTER DIVISIBILE PER DOSE UNITARIA);KRKA D.D. NOVO MESTO;15/07/2024;;Sì;Elevata richiesta;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A CARICO DEL SSN AMBITO OSPED.;L04AX04
LENALIDOMIDE KRKA;049379023;LENALIDOMIDE;2,5 MG - CAPSULA RIGIDA - USO ORALE - BLISTER (OPA/AL/PVC/PET/AL) - 21 X 1 CAPSULE (BLISTER DIVISIBILE PER DOSE UNITARIA);KRKA D.D. NOVO MESTO;11/11/2024;;Sì;Cessata commercializzazione temporanea;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A CARICO DEL SSN AMBITO OSPED.;L04AX04
LENALIDOMIDE MYLAN;049282142;LENALIDOMIDE;20 MG - CAPSULA RIGIDA - USO ORALE - BLISTER (PVC/ACLAR/ALU) - 21 CAPSULE;MYLAN PHARMACEUTICALS LIMITED;14/03/2024;;Sì;Problemi produttivi;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A CARICO DEL SSN AMBITO OSPED.;L04AX04
LENALIDOMIDE MYLAN;049282092;LENALIDOMIDE;10 MG - CAPSULA RIGIDA - USO ORALE - BLISTER (PVC/ACLAR/ALU) - 21 CAPSULE;MYLAN PHARMACEUTICALS LIMITED;20/02/2023;;Sì;Problemi produttivi;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A CARICO DEL SSN AMBITO OSPED.;L04AX04
LENALIDOMIDE MYLAN;049282116;LENALIDOMIDE;15 MG - CAPSULA RIGIDA - USO ORALE - BLISTER (PVC/ACLAR/ALU) - 21 CAPSULE;MYLAN PHARMACEUTICALS LIMITED;15/04/2025;;Sì;Problemi produttivi;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A CARICO DEL SSN AMBITO OSPED.;L04AX04
LENALIDOMIDE MYLAN;049282179;LENALIDOMIDE;25 MG - CAPSULA RIGIDA - USO ORALE - BLISTER (PVC/ACLAR/ALU) - 21 CAPSULE;MYLAN PHARMACEUTICALS LIMITED;01/10/2025;;Sì;Problemi produttivi;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A CARICO DEL SSN AMBITO OSPED.;L04AX04
LENALIDOMIDE MYLAN;049282041;LENALIDOMIDE;5 MG - CAPSULA RIGIDA - USO ORALE - BLISTER (PVC/ACLAR/ALU) - 21 CAPSULE;MYLAN PHARMACEUTICALS LIMITED;03/07/2025;;Sì;Problemi produttivi;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A CARICO DEL SSN AMBITO OSPED.;L04AX04
LENALIDOMIDE MYLAN;049282027;LENALIDOMIDE;2,5 MG - CAPSULA RIGIDA - USO ORALE - BLISTER (PVC/ACLAR/ALU) - 21 CAPSULE;MYLAN PHARMACEUTICALS LIMITED;02/10/2025;;Sì;Problemi produttivi;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A CARICO DEL SSN AMBITO OSPED.;L04AX04
LENALIDOMIDE SANDOZ;045986130;LENALIDOMIDE;"""10 MG CAPSULE RIGIDE"" 21 CAPSULE IN BLISTER OPA/AL/PVC/AL";SANDOZ S.P.A.;15/12/2023;;Sì;Elevata richiesta;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A CARICO DEL SSN AMBITO OSPED.;L04AX04
LENALIDOMIDE SANDOZ;045986231;LENALIDOMIDE;"""25 MG CAPSULE RIGIDE"" 21 CAPSULE IN BLISTER OPA/AL/PVC/AL";SANDOZ S.P.A.;01/03/2026;;Sì;Problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A CARICO DEL SSN AMBITO OSPED.;L04AX04
LENALIDOMIDE SUN;049623388;LENALIDOMIDE;"""2,5 MG CAPSULE RIGIDE "" 21X1 capsule in blister divisibile per dose unitaria PVC/PCTFE/Al";SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.;20/05/2025;;Sì;Problemi produttivi: distribuzione contingentata;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A CARICO DEL SSN AMBITO OSPED.;L04AX04
LENALIDOMIDE TEVA;045985138;LENALIDOMIDE;"""10 MG CAPSULE RIGIDE"" 21 CAPSULE IN BLISTER OPA/AL/PVC/AL";TEVA B.V.;17/11/2025;31/03/2026;Sì;Elevata richiesta;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A CARICO DEL SSN AMBITO OSPED.;L04AX04
LENALIDOMIDE ZENTIVA;048350045;LENALIDOMIDE;"""5 MG CAPSULE RIGIDE"" 21 CAPSULE IN BLISTER OPA/AL/PVC/AL";ZENTIVA ITALIA S.R.L.;24/08/2024;;Sì;Cessata commercializzazione temporanea;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A CARICO DEL SSN AMBITO OSPED.;L04AX04
LENALIDOMIDE ZENTIVA;048350084;LENALIDOMIDE;"""10 MG CAPSULE RIGIDE"" 21 CAPSULE IN BLISTER OPA/AL/PVC/AL";ZENTIVA ITALIA S.R.L.;30/09/2024;;Sì;Cessata commercializzazione temporanea;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A CARICO DEL SSN AMBITO OSPED.;L04AX04
LENALIDOMIDE ZENTIVA;048350108;LENALIDOMIDE;"""15 MG CAPSULE RIGIDE"" 21 CAPSULE IN BLISTER OPA/AL/PVC/AL";ZENTIVA ITALIA S.R.L.;30/09/2024;;Sì;Cessata commercializzazione temporanea;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A CARICO DEL SSN AMBITO OSPED.;L04AX04
LENALIDOMIDE ZENTIVA;048350122;LENALIDOMIDE;"""20 MG CAPSULE RIGIDE"" 21 CAPSULE IN BLISTER OPA/AL/PVC/AL";ZENTIVA ITALIA S.R.L.;30/09/2024;;Sì;Cessata commercializzazione temporanea;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A CARICO DEL SSN AMBITO OSPED.;L04AX04
LENALIDOMIDE ZENTIVA;048350146;LENALIDOMIDE;"""25 MG CAPSULE RIGIDE"" 21 CAPSULE IN BLISTER OPA/AL/PVC/AL";ZENTIVA ITALIA S.R.L.;30/09/2024;;Sì;Cessata commercializzazione temporanea;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A CARICO DEL SSN AMBITO OSPED.;L04AX04
LENALIDOMIDE ZENTIVA;048350021;LENALIDOMIDE;"""2,5 MG CAPSULE RIGIDE"" 21 CAPSULE IN BLISTER OPA/AL/PVC/AL";ZENTIVA ITALIA S.R.L.;31/01/2026;;Sì;Cessata commercializzazione definitiva;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A CARICO DEL SSN AMBITO OSPED.;L04AX04
LEPONEX;028824011;CLOZAPINA;"""25 MG COMPRESSE"" 28 COMPRESSE";Viatris Healthcare Limited;12/05/2015;;Sì;Cessata commercializzazione definitiva;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N05AH02
LEPONEX;028824023;CLOZAPINA;"""100 MG COMPRESSE"" 28 COMPRESSE";Viatris Healthcare Limited;01/12/2015;;Sì;Cessata commercializzazione definitiva;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N05AH02
LEQVIO;049274018;INCLISIRAN;284 MG - SOLUZIONE INIETTABILE - USO SOTTOCUTANEO - SIRINGA PRERIEMPITA (VETRO) 1,5 ML (189 MG / ML) - 1 SIRINGA PRERIEMPITA;NOVARTIS EUROPHARM LIMITED;14/06/2023;;Sì;Cessata commercializzazione definitiva;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;disponibile in commercio confezione sostitutiva con AIC 049274020;A TOTALE CARICO DEL SSN.;C10AX16
LERCANIDIPINA MYLAN ITALIA;039264066;LERCANIDIPINA CLORIDRATO;""" 20 MG COMPRESSE RIVESTITE CON FILM "" 28 COMPRESSE IN BLISTER AL/PVC";MYLAN S.P.A.;29/07/2014;;Sì;Cessata commercializzazione definitiva;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;C08CA13
LERCANIDIPINA MYLAN ITALIA;039264015;LERCANIDIPINA CLORIDRATO;""" 10 MG COMPRESSE RIVESTITE CON FILM "" 28 COMPRESSE IN BLISTER AL/PVC";MYLAN S.P.A.;29/07/2014;;Sì;Cessata commercializzazione definitiva;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;C08CA13
LERCANIDIPINA SANDOZ;039277177;LERCANIDIPINA CLORIDRATO;"""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/PVC";SANDOZ S.P.A.;19/12/2014;;Sì;Cessata commercializzazione definitiva;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;C08CA13
LERCANIDIPINA SANDOZ;039277052;LERCANIDIPINA CLORIDRATO;"""10 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/PVC";SANDOZ S.P.A.;13/01/2015;;Sì;Cessata commercializzazione definitiva;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;C08CA13
LERCANIDIPINA ZENTIVA;039567159;LERCANIDIPINA CLORIDRATO;10 mg compresse  rivestite  film  -  28 compresse in blister Al/PVC/PVDC;ZENTIVA ITALIA S.R.L.;30/06/2022;;Sì;Problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;C08CA13
LERCANIDIPINA ZENTIVA;039567211;LERCANIDIPINA CLORIDRATO;20 mg compresse  rivestite  film  -  28 compresse in blister Al/PVC/PVDC;ZENTIVA ITALIA S.R.L.;30/06/2022;;Sì;Problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;C08CA13
LETROZOLO ALMUS;046020018;LETROZOLO;"""2,5 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER AL/PVDC/PVC/PE/PVDC";ALMUS S.R.L.;01/06/2025;31/12/2025;Sì;Problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;L02BG04
LETROZOLO MYLAN GENERICS;040645069;LETROZOLO;"""2,5 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC/PVDC-AL";MYLAN S.P.A.;23/12/2024;;Sì;Problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;L02BG04
LETROZOLO PENSA;040414029;LETROZOLO;""" 2,5 MG COMPRESSE RIVESTITE CON FILM "" 30 COMPRESSE IN BLISTER PVC/AL";TOWA PHARMACEUTICAL S.P.A.;15/05/2024;;Sì;Cessata commercializzazione definitiva;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;L02BG04
LETROZOLO ZENTIVA;040413041;LETROZOLO;"2,5 MG COMPRESSE RIVESTITE CON FILM "" 30 COMPRESSE IN BLISTER PVC/AL";ZENTIVA ITALIA S.R.L.;31/08/2023;;Sì;Problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;L02BG04
LEVAIR;042718027;LEVOSULPIRIDE;"""25 MG/ML GOCCE ORALI, SOLUZIONE"" 1 FLACONE DA 20 ML";EPIFARMA S.R.L;31/10/2021;;Sì;Cessata commercializzazione definitiva;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DELL'ASSISTITO;N05AL07
LEVETIRACETAM ACCORD;041606120;LEVETIRACETAM;"""500 MG - COMPRESSA RIVESTITA CON FILM - USO ORALE - BLISTER (PVC/ALU)"" 60 COMPRESSE";ACCORD HEALTHCARE, S.L.U.;15/07/2025;;Sì;Elevata richiesta/problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N03AX14
LEVETIRACETAM ACCORD HEALTHCARE;043273034;LEVETIRACETAM;"""100MG/ML SOLUZIONE ORALE"" 1 FLACONE IN VETRO DA 150 ML CON SIRINGA ORALE GRADUATA DA 1 ML ED ADATTATORE PER SIRINGA";ACCORD HEALTHCARE, S.L.U.;10/12/2025;;Sì;Elevata richiesta;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N03AX14
LEVETIRACETAM AUROBINDO PHARMA ITALIA;045107012;LEVETIRACETAM;"""100 MG/ML SOLUZIONE ORALE"" 1 FLACONE IN VETRO DA 150 ML  CON 1 SIRINGA PER SOMMINISTRAZIONE ORALE DA 1 ML E 1 ADATTORE PER LA SIRINGA";AUROBINDO PHARMA (ITALIA) S.R.L.;01/02/2023;;Sì;Cessata commercializzazione temporanea;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N03AX14
LEVETIRACETAM DOCGEN;046222030;LEVETIRACETAM;"""100 MG/ML SOLUZIONE ORALE"" 1 FLACONE IN VETRO DA 300 ML CON SIRINGA GRADUATA DA 10 ML IN PP/PE E ADATTATORE";DOC GENERICI SRL;31/12/2023;;Sì;Problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N03AX14
LEVETIRACETAM DOCGEN;046222028;LEVETIRACETAM;"""100 MG/ML SOLUZIONE ORALE"" 1 FLACONE IN VETRO DA 150 ML CON SIRINGA GRADUATA DA 3 ML IN PP/PE E ADATTATORE";DOC GENERICI SRL;31/05/2024;;Sì;Problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N03AX14
LEVETIRACETAM DOCGEN;046222016;LEVETIRACETAM;"""100 MG/ML SOLUZIONE ORALE"" 1 FLACONE IN VETRO DA 150 ML CON SIRINGA GRADUATA DA 1 ML IN PP/PE E ADATTATORE";DOC GENERICI SRL;20/12/2024;;Sì;Problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N03AX14
LEVETIRACETAM EG;040295216;LEVETIRACETAM;"""1000 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC/AL";EG S.P.A.;01/11/2022;;Sì;Cessata commercializzazione definitiva;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N03AX14
LEVETIRACETAM PENSA;040455040;LEVETIRACETAM;"""1000 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE  IN BLISTER PVC/PVDC/AL";TOWA PHARMACEUTICAL S.P.A.;01/03/2026;30/09/2026;Sì;Problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N03AX14
LEVETIRACETAM RATIOPHARM;041402013;LEVETIRACETAM;"""100 MG/ML-SOLUZIONE ORALE-USO ORALE-FLACONE (VETRO)- 300 ML"" 1 FLACONE + 1 SIRINGA PER SOMMINISTRAZIONE ORALE DA 10 ML";RATIOPHARM GMBH;15/10/2025;31/12/2025;Sì;Problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;"Carenza relativa a entrambi i canali:
inizio carenza canale ospedaliero: 24/11/2025
inizio carenza canale retail: 15/10/2025";A TOTALE CARICO DEL SSN.;N03AX14
LEVETIRACETAM SANDOZ;040440137;LEVETIRACETAM;"""500 MG COMPRESSE RIVESTITE CON FILM"" 60 COMPRESSE IN BLISTER OPA/AL/PVC-AL";SANDOZ S.P.A.;21/07/2017;;Sì;Cessata commercializzazione definitiva;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N03AX14
LEVETIRACETAM SANDOZ;040440190;LEVETIRACETAM;"""1000 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER OPA/AL/PVC-AL";SANDOZ S.P.A.;21/07/2017;;Sì;Cessata commercializzazione definitiva;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N03AX14
LEVETIRACETAM SUN;041660010;LEVETIRACETAM;"""100 MG/ML - CONCENTRATO PER SOLUZIONE PER INFUSIONE - USO ENDOVENOSO - FLACONCINO (VETRO) - 5 ML"" 10 FLACONCINI";SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.;01/06/2020;;Sì;Cessata commercializzazione temporanea;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A TOTALE CARICO DELL'ASSISTITO;N03AX14
LEVETIRACETAM TEVA ITALIA;040432027;LEVETIRACETAM;"""100 MG/ML CONCENTRATO PER SOLUZIONE PER INFUSIONE"" 10 FLACONCINI 5 ML";TEVA ITALIA S.R.L.;15/09/2025;30/11/2025;Sì;Elevata richiesta/problemi produttivi: forniture discontinue;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A TOTALE CARICO DELL'ASSISTITO;N03AX14
LEVETIRACETAM TILLOMED;046275020;LEVETIRACETAM;"""100 MG/ML CONCENTRATO PER SOLUZIONE PER INFUSIONE"" 10 FLACONCINI IN VETRO DA 5 ML";TILLOMED ITALIA SRL;10/06/2025;;Sì;Problemi produttivi: distribuzione contingentata;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A TOTALE CARICO DELL'ASSISTITO;N03AX14
LEVETIRACETAM ZENTIVA;041147036;LEVETIRACETAM;""" 500 MG COMPRESSE RIVESTITE CON FILM"" 60 COMPRESSE IN BLISTER PVC/AL";ZENTIVA ITALIA S.R.L.;12/06/2023;;Sì;Problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N03AX14
LEVETIRACETAM ZENTIVA;041147099;LEVETIRACETAM;""" 1000 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC/AL";ZENTIVA ITALIA S.R.L.;30/05/2023;;Sì;Elevata richiesta;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N03AX14
